"UMAP1","UMAP2","clusterID_sub","colour","labCol","majorID","pctID"
-2.13890644726302,-2.13533164553093,"0","#8A72BD","black","Naive B cell 1","Naive B cell"
0.0986945945308069,-5.19752360872673,"1","#3D1778","white","Naive B cell 2","Naive B cell"
0.77311638179277,-2.1084194331591,"2","#645A9F","white","Class switched B cell 1","Class switched B cell"
3.31840112987016,2.15237234540535,"3","#CFADE5","black","Naive B cell 3","Naive B cell"
4.85054233851884,2.81176893420769,"4","#6B56A7","white","Plasma cell","Plasma cell"
-2.88004740891005,0.513716325240861,"5","#AE8FD1","black","Immature B cell","Immature B cell"
-0.279209701390519,3.72489593930794,"6","#C8C3E2","black","Activated B cell (CD80+)","Activated B cell"
5.08833053889726,5.45331023641182,"7","#EDCEF7","black","Class switched B cell 2","Class switched B cell"
1.34314254107927,7.37296007581307,"8","grey","black","exclude","Low quality"
